"Alumno","Indicador 22"
"151.0505.016","2.43"
"171.0906.046","2.67"
"211.1106.020","1.35"
"211.0105.040","1.54"
"181.0306.005","2.83"
"211.0306.021","1.86"
"161.1604.852","3.7"
"211.3602.053","0.39"
"191.0405.056","3.33"
"132.0904.307","2.6"
"201.1205.007","2.41"
"171.3503.032","3.26"
"211.0906.079","3"
"081.0503.590","2.32"
"122.0403.037","2.78"
"191.0804.020","2.3"
"191.1405.069","3.08"
"161.0204.341","2.8"
"201.2904.035","2.81"
"211.3602.044","0.66"
"171.0606.058","2.89"
"151.0802.769","2.79"
"201.1006.016","2.56"
"201.1906.014","2.84"
"181.2405.020","3.45"
"181.2904.033","3.48"
"181.3602.031","2.45"
"201.0804.013","2.23"
"211.1405.027","1.54"
"181.1505.010","3.32"
"181.2806.063","3.38"
"151.2805.471","3.42"
"191.3503.052","2.73"
"191.1606.007","4.01"
"211.2503.027","1.43"
"161.1203.137","2.95"
"171.0606.050","2.9"
"171.0906.033","2.97"
"181.1306.058","1.53"
"211.1606.083","1.93"
"191.1906.003","3.71"
"181.2503.026","3.37"
"181.2806.049","3.61"
"211.2105.015","1.8"
"191.0804.080","2.71"
"211.0906.009","1.29"
"211.1606.025","1.88"
"181.3602.026","2.92"
"201.0206.033","1.44"
"211.0506.026","1.61"
"151.0505.472","2.4"
"171.0706.054","2.95"
"191.0906.078","2.26"
"211.0706.062","1.22"
"161.3502.953","3.12"
"191.2904.015","3.55"
"161.0704.008","2.78"
"201.0906.041","2.02"
"181.0306.050","1.61"
"171.2503.043","2.09"
"211.2503.021","1.84"
"201.1405.008","1"
"181.0804.010","3.32"
"191.0906.056","2.2"
"191.0906.005","2.36"
"191.0906.037","1.78"
"191.1306.039","3.58"
"191.1405.051","1.94"
"161.0204.350","2.53"
"171.3503.002","3.49"
"211.1606.049","3.94"
"191.0606.009","1.58"
"132.0904.315","2.35"
"201.1205.027","2.3"
"161.0605.552","2.71"
"191.0706.034","2.94"
"181.2806.064","3.53"
"211.1606.055","1.84"
"211.1606.009","0"
"191.0606.019","2.36"
"171.0906.041","2.45"
"211.0706.020","1.72"
"151.1004.878","2.99"
"132.1503.189","2.98"
"211.2503.046","3.75"
"111.0503.067","2.17"
"171.1006.056","3.66"
"112.1803.503","2.02"
"151.2903.835","3.08"
"211.0606.006","1.18"
"161.0704.013","3.02"
"171.0706.007","2.68"
"171.0804.040","3.16"
"161.1403.159","3.28"
"181.1505.070","3.38"
"191.3402.033","3.44"
"211.1606.044","1.97"
"081.0304.354","1.76"
"171.0606.016","2.97"
"191.2806.049","3.26"
"211.1606.004","2.01"
"211.3402.004","0.74"
"171.3602.011","2.61"
"191.2503.016","3.25"
"211.3503.052","2.04"
"181.1405.028","3.09"
"161.1203.670","2.73"
"132.1503.202","2.61"
"181.3602.016","2.31"
"181.3602.037","2.28"
"201.0804.003","1.38"
"141.0704.052","2.49"
"191.1405.040","3.35"
"191.1505.036","3.58"
"201.2806.002","2.6"
"181.0306.094","2.73"
"171.0606.059","2.93"
"201.1505.033","2.54"
"092.2603.421","2.45"
"171.2405.006","3.48"
"171.3602.021","3.26"
"081.0704.545","2.11"
"171.0804.089","3.38"
"171.0706.017","2.14"
"161.1203.138","3.25"
"191.1205.066","3.63"
"191.1205.087","3.36"
"201.1606.038","2.75"
"171.1606.023","3.44"
"181.1606.013","3.79"
"171.1306.006","3.08"
"191.1405.090","3.15"
"201.3602.038","1.03"
"102.0103.315","2.31"
"131.2103.594","2.58"
"181.0405.043","3.19"
"211.0606.040","1.63"
"211.2806.043","1.91"
"141.3401.640","2.53"
"161.1604.842","3.57"
"211.0804.021","1.26"
"062.0315.321","1.49"
"161.1304.171","3.1"
"171.1006.059","3.32"
"191.1606.003","3.93"
"171.0606.002","3.08"
"211.0804.045","1.64"
"121.1004.174","2.7"
"181.1306.005","3.51"
"201.1505.039","2.6"
"181.1906.044","3.38"
"131.3501.727","2.02"
"211.1606.090","2.09"
"211.0906.066","1.53"
"191.2503.003","2.31"
"171.2904.001","3.46"
"171.0506.034","2.76"
"171.0606.012","2.56"
"161.1304.172","3.07"
"171.1205.069","3.17"
"211.1606.024","1.86"
"211.1606.059","1.92"
"151.1604.267","3.21"
"151.0704.807","2.55"
"211.1205.039","1.4"
"181.0306.079","2.6"
"181.0306.006","2.8"
"181.1405.060","2.34"
"191.1606.005","4.03"
"161.2805.364","2.98"
"171.2503.018","3.01"
"141.0103.390","3.5"
"211.0906.036","2.97"
"141.2903.591","3.01"
"191.0306.068","2.96"
"181.1205.056","3.43"
"191.1306.038","3.42"
"191.2405.005","2.46"
"191.2806.005","3.38"
"181.2806.003","3.52"
"151.0403.670","2.86"
"211.0706.012","1.04"
"201.1505.013","2.45"
"181.1505.017","2.83"
"151.2403.398","2.37"
"181.2806.043","3.34"
"211.1606.054","1.82"
"141.1203.227","2.77"
"121.0304.333","2.28"
"191.0606.065","2.97"
"171.0706.097","2.71"
"131.0204.572","2.95"
"171.1205.030","3.21"
"181.1505.043","3.12"
"191.1906.039","3.54"
"211.2405.004","1.84"
"201.1606.018","2.28"
"201.2904.018","2.98"
"191.0606.020","2.45"
"131.2502.169","1.5"
"151.3601.533","2.73"
"191.0506.022","2.75"
"181.0306.016","1.9"
"191.0306.077","1.94"
"171.2904.027","3.42"
"131.1304.318","2.56"
"181.1205.033","2.66"
"151.3502.796","2.65"
"181.1606.017","3.81"
"211.1906.022","1.63"
"211.1505.004","0"
"121.3401.646","1.48"
"181.0506.003","3.05"
"171.1405.030","2.93"
"191.0706.055","3.13"
"122.1803.545","2.77"
"161.1604.848","3.2"
"201.0606.026","2.65"
"171.0804.053","2.94"
"191.0306.084","2.87"
"211.1906.027","1.48"
"211.1606.088","1.77"
"191.0606.067","3.05"
"171.0706.020","2.79"
"171.1906.010","3.45"
"191.1906.010","3.01"
"161.0204.349","2.43"
"191.0306.038","2.05"
"161.2805.358","3.06"
"171.2904.015","3.63"
"102.0304.303","2.03"
"191.0405.058","2.8"
"151.0505.852","2.79"
"191.0606.032","3.44"
"211.0804.013","1.4"
"181.0906.024","2.81"
"191.2904.044","3.49"
"132.1503.193","2.57"
"201.0706.022","1.87"
"211.0706.001","1.49"
"211.2806.010","1.93"
"191.3402.006","3.21"
"211.1606.030","1.88"
"191.0206.023","2.18"
"151.1104.660","3.44"
"171.1505.065","3.32"
"211.0306.053","1.98"
"151.0505.023","2.18"
"191.0606.048","3.1"
"201.0804.028","1.33"
"171.0706.012","2.8"
"211.0706.002","0.75"
"191.1006.039","2.67"
"201.3503.009","2.6"
"211.0105.001","1.5"
"211.0606.037","2.25"
"141.0904.429","1.27"
"171.1906.024","3.61"
"161.0904.803","2.45"
"201.0606.010","2.45"
"181.0606.051","3.3"
"201.0906.021","2.22"
"171.2806.039","3.69"
"191.3602.013","2.55"
"072.0506.235","1.97"
"121.0605.019","2.44"
"181.1306.048","2.61"
"181.2503.064","2.74"
"161.2403.411","3.34"
"161.3401.421","3.1"
"151.0103.185","2.49"
"181.0105.030","2.6"
"141.2403.622","3.16"
"181.0706.039","1.62"
"211.0804.073","1.64"
"191.1006.034","3.47"
"181.1405.055","2.87"
"151.1004.873","2.91"
"181.0506.008","2.85"
"171.0606.041","2.79"
"161.0802.292","2.71"
"211.0906.048","1.53"
"151.2403.541","2.98"
"151.0704.812","2.77"
"201.0804.009","2.48"
"211.0306.049","1.63"
"171.1006.004","3.53"
"211.1505.054","1.62"
"181.1505.076","3.32"
"211.2904.037","1.43"
"171.1405.015","3.08"
"181.0706.026","1.86"
"191.0706.052","2.86"
"191.1205.074","2.27"
"151.2502.057","2.56"
"171.2405.017","2.87"
"082.0304.266","1.76"
"211.0804.084","1.36"
"181.0306.009","2.27"
"181.1205.046","2.46"
"161.1905.901","3.09"
"191.1606.035","3.92"
"211.2806.026","1.91"
"211.3602.033","1"
"211.0206.008","1.26"
"171.1106.063","3.86"
"181.0306.019","2.67"
"181.3602.041","2.37"
"151.0904.734","2.25"
"191.1006.006","3.29"
"181.1205.022","3.19"
"181.1505.077","2.88"
"121.0304.341","2.31"
"171.0506.021","2.95"
"201.0804.019","2.06"
"181.1306.027","3.29"
"201.1306.002","2.19"
"171.1405.013","3.22"
"201.2405.006","2.85"
"201.0206.003","1.84"
"191.1205.015","2.17"
"211.1505.035","1.5"
"171.1505.014","2.4"
"211.2806.053","1.9"
"201.0206.004","1.83"
"181.0405.010","3.15"
"211.0804.042","1.47"
"191.0804.001","2.73"
"211.0906.080","1.52"
"181.0706.044","3.04"
"171.0804.074","3.01"
"161.0904.244","2.79"
"171.1306.010","3.13"
"191.1205.056","3.28"
"161.2502.062","2.17"
"141.0704.067","3.04"
"211.3602.039","1.29"
"171.0706.044","2.9"
"181.2904.066","3.52"
"201.2904.027","3.08"
"092.0605.006","1.98"
"211.0804.019","1.67"
"171.1606.052","2.47"
"211.1906.041","1.75"
"171.2503.011","1.77"
"181.3602.057","1.76"
"191.0105.015","2.86"
"191.1205.082","3.3"
"181.1906.016","3.65"
"191.1906.026","3.74"
"171.2503.066","2.18"
"201.0206.014","0"
"201.0105.016","2.32"
"102.0304.300","2"
"181.0906.011","2.62"
"211.1106.008","1.48"
"181.0706.003","3.19"
"171.1006.049","3.54"
"191.1205.048","3.4"
"201.1906.029","3.1"
"171.0906.056","2.77"
"191.1405.017","3.57"
"211.1006.019","1.97"
"201.3602.026","1.77"
"161.1403.707","3.2"
"171.1405.064","2.83"
"191.1405.077","2.96"
"122.1403.206","2.44"
"191.0706.065","1.95"
"181.1505.002","3.59"
"181.1405.016","3.16"
"191.1306.028","3.4"
"211.2405.012","1.75"
"201.1306.043","2.47"
"211.2503.059","1.7"
"191.1306.052","1.41"
"171.1306.070","3.02"
"141.1304.286","2.63"
"191.1405.100","3.05"
"201.1306.003","1.82"
"191.1306.040","3.43"
"161.0204.879","2.94"
"151.0204.752","1.05"
"191.1306.085","3.72"
"171.2503.024","2.96"
"211.3602.059","1.43"
"181.0804.018","3.13"
"181.2904.053","3.04"
"211.2904.010","1.76"
"171.0306.029","3.07"
"191.0906.066","2.31"
"191.0306.063","2.27"
"171.1906.036","3.44"
"171.1906.039","3.39"
"171.3602.031","1.89"
"211.0906.058","1.52"
"171.1205.059","2.84"
"191.1606.051","3.83"
"211.2904.018","1.75"
"171.1006.042","2.81"
"151.1304.118","2.52"
"211.0606.051","1.56"
"191.2806.006","3.84"
"161.1604.839","3.11"
"201.2904.010","2.92"
"151.0103.516","2.73"
"171.0405.026","3.13"
"191.0105.007","1.84"
"201.0306.003","1.83"
"211.1306.025","1.59"
"211.1606.034","1.65"
"171.1606.003","3.39"
"181.2904.006","3.39"
"181.2904.043","3.75"
"211.2904.020","1.6"
"211.1106.027","1.64"
"181.1405.008","2.9"
"201.1505.040","2.51"
"161.1503.193","3.01"
"191.2806.052","3.05"
"181.1606.033","3.82"
"191.3503.010","2.65"
"122.2103.482","2.27"
"191.0606.029","3.52"
"211.0906.101","1.49"
"201.0906.035","1.98"
"151.1304.106","2.59"
"191.1205.009","3.56"
"191.1306.088","2.75"
"181.1606.041","3.86"
"211.1906.051","1.65"
"161.3502.432","3.11"
"201.2503.006","2.13"
"211.2904.028","1.51"
"181.1306.044","3.81"
"201.1306.023","2.61"
"201.1306.040","2.58"
"191.1906.029","3.67"
"181.3503.015","3.52"
"171.0804.043","2.72"
"211.0906.089","1.01"
"181.1306.041","2.85"
"211.1306.055","2.13"
"201.1505.008","1.82"
"201.1906.006","2.76"
"201.1606.014","2.8"
"211.3402.052","1.52"
"191.3503.020","2.97"
"161.0304.770","2.5"
"191.0606.023","2.48"
"131.0704.070","2.27"
"171.0706.010","3.13"
"191.1106.029","2.83"
"201.0306.013","2.7"
"191.0105.017","2.95"
"191.0105.029","3.25"
"181.0706.032","2.52"
"191.0706.035","2.71"
"191.1205.098","2.95"
"191.3402.063","2.37"
"201.1306.027","1.52"
"201.2904.008","2.98"
"171.0606.065","2.66"
"181.0105.031","3.12"
"201.0906.056","2.08"
"211.0906.111","1.67"
"191.1405.060","1.69"
"161.1604.315","3.84"
"181.0405.036","3.16"
"161.1304.729","3.14"
"191.0706.059","2.79"
"211.1906.032","0.78"
"201.1606.006","2.9"
"191.3503.027","2.53"
"211.1405.048","1.77"
"191.2503.015","1.66"
"191.0804.070","2.51"
"191.0306.027","1.83"
"201.0306.024","1.74"
"191.1006.024","2.82"
"191.1906.016","3.71"
"151.2903.845","3.05"
"181.2904.063","3.73"
"211.1405.008","1.69"
"211.0906.083","1.21"
"211.1405.011","1.54"
"191.0306.040","2.2"
"191.1306.015","2.45"
"201.1906.024","2.85"
"181.2806.050","3.3"
"171.2806.036","3.84"
"181.2904.019","3.49"
"97.0475.1.AA","1.53"
"211.0804.064","1.64"
"171.1106.056","3.46"
"141.1503.342","2.84"
"181.1006.017","3.26"
"061.1129.484","2.67"
"151.1004.868","2.68"
"191.0105.043","3.42"
"122.0503.021","2.2"
"171.2503.046","3.02"
"181.3503.012","2.9"
"161.2403.924","2.8"
"201.2904.017","2.84"
"113.0304.085","2.1"
"161.0605.542","1.94"
"191.1106.033","2.59"
"161.1503.181","2.64"
"211.1405.037","1.49"
"171.0706.092","2.53"
"191.1906.028","3.37"
"211.2405.022","1.43"
"191.2806.033","3.43"
"161.3601.977","2.06"
"191.0206.028","3.11"
"171.0606.048","2.65"
"171.0706.026","2.95"
"191.0906.062","1.63"
"201.0906.065","2.29"
"181.1405.029","3.06"
"191.1306.054","3.58"
"141.1503.334","2.69"
"181.0105.042","3.01"
"211.0105.044","1.91"
"161.0605.509","2.36"
"191.0804.027","2.45"
"211.1405.015","1.59"
"191.3503.047","3.36"
"201.2904.028","2.98"
"191.0105.030","2.81"
"201.0804.034","2.32"
"181.0906.037","2.45"
"181.0706.016","2.08"
"091.2403.543","2.51"
"141.1604.499","2.71"
"151.0103.515","2.36"
"181.1306.049","3.9"
"171.2405.046","2.65"
"201.2904.013","2.97"
"181.2904.071","3.5"
"181.0606.063","3.17"
"191.0804.014","3.18"
"171.0906.032","2.58"
"171.1205.049","2.83"
"211.1906.012","1.9"
"171.2806.051","3.59"
"132.1203.100","2.37"
"181.0606.041","2.04"
"171.0606.035","2.77"
"211.2806.044","1.9"
"181.1106.025","3.56"
"171.1505.042","2.93"
"121.1004.191","2.69"
"191.1205.046","2.21"
"211.0405.008","3"
"171.2904.018","3.66"
"151.0505.473","2.66"
"171.1106.053","3.56"
"161.1304.167","3"
"181.0206.044","3.61"
"191.1505.032","3.38"
"141.1503.315","2.43"
"211.1606.038","1.65"
"151.1004.881","2.78"
"211.2105.025","1.86"
"211.1405.017","0"
"181.2806.060","4.02"
"191.2806.021","3.52"
"191.2503.022","2.84"
"181.1306.068","2.9"
"201.1405.006","1.89"
"171.1606.009","2.6"
"211.0906.039","0"
"191.0206.016","2.47"
"141.0204.544","2.42"
"191.0606.026","2.91"
"161.0904.796","2.67"
"191.1106.019","3.96"
"141.1503.318","2.7"
"191.3503.032","3.23"
"211.1606.065","1.62"
"171.0906.053","2.19"
"131.1503.364","2.77"
"112.1203.152","2.85"
"121.0304.354","2.21"
"171.0606.044","2.55"
"171.0804.068","2.94"
"201.0804.031","2.55"
"191.0306.045","1.21"
"191.3503.040","3.06"
"201.3402.020","2.56"
"211.1606.070","1.73"
"191.0506.002","3.15"
"171.1106.062","3.83"
"181.1405.040","3.04"
"151.0304.169","1.64"
"191.0706.023","3.34"
"122.1403.221","2.36"
"171.1606.050","3.48"
"191.1606.025","3.88"
"181.3402.011","3.43"
"191.0906.057","2.77"
"181.1106.004","2.73"
"161.0605.547","2.79"
"211.1906.021","1.41"
"211.1006.008","1.84"
"211.1106.028","1.68"
"171.0706.028","1.87"
"171.1505.038","3.06"
"191.1306.075","2.12"
"201.2904.014","2.88"
"091.0304.301","1.78"
"181.0405.022","3.03"
"171.1606.065","3.67"
"181.2405.021","2.85"
"211.1606.018","1.75"
"132.0503.029","2.44"
"171.1606.028","3.37"
"201.3503.034","2.16"
"151.0605.686","2.68"
"191.0606.055","1.92"
"161.0704.589","2.67"
"191.1306.044","3.63"
"191.1306.041","3.65"
"131.1503.343","2.27"
"191.1906.044","3.61"
"181.1306.007","3.49"
"211.1405.016","1.62"
"122.2901.552","2.36"
"211.1505.025","1.56"
"171.1505.075","3.51"
"191.1505.071","3.73"
"161.1905.905","3.11"
"191.2503.063","3.22"
"201.2503.010","2.24"
"211.0306.039","1.59"
"191.0606.070","2.32"
"191.0804.059","2.37"
"171.0804.038","3.01"
"211.0906.069","1.59"
"151.1203.599","3.15"
"211.1505.070","1.78"
"201.2503.039","2.29"
"211.0804.074","1.42"
"171.1306.029","3.16"
"141.2805.559","2.84"
"122.2603.521","2.32"
"171.2806.049","3.6"
"171.1606.033","3.69"
"171.1405.002","3.11"
"181.0306.029","2.68"
"181.2405.012","2.8"
"181.2503.037","3.3"
"211.2806.007","1.88"
"171.2806.056","3.41"
"211.1606.069","1.84"
"191.0206.003","2.24"
"191.0804.065","1.97"
"201.0306.006","2.61"
"211.0606.050","1.63"
"211.1205.041","1.77"
"191.1906.019","3.59"
"211.2806.033","1.84"
"181.3402.005","3.26"
"112.2603.489","2.31"
"141.0304.383","2.21"
"171.0506.022","3.51"
"181.0606.010","3.17"
"181.0306.075","2.51"
"211.1205.001","1.42"
"191.1505.006","2.04"
"211.0804.061","0.98"
"201.2904.007","2.88"
"151.0304.673","2.52"
"211.0804.079","1.58"
"211.1205.029","1.81"
"211.1606.080","1.72"
"171.0804.077","2.97"
"151.2903.380","2.96"
"191.1505.058","3.19"
"161.1604.302","2.75"
"201.3602.030","1.9"
"181.0606.032","3.14"
"191.0804.013","3.24"
"151.0904.205","2.55"
"181.1106.021","3.81"
"191.0306.016","2.35"
"211.0606.042","1.61"
"191.0706.014","2.1"
"201.0706.015","2.42"
"211.2503.049","1.88"
"211.0906.092","1.59"
"122.1803.546","3.08"
"191.1006.021","3.39"
"161.1304.733","3.27"
"211.0706.053","1.3"
"171.2503.027","2.97"
"211.0405.013","1.59"
"171.0706.023","3.13"
"151.0802.475","2.21"
"191.0906.034","2.03"
"151.0904.475","1.73"
"191.1006.014","3.13"
"211.1205.059","1.8"
"181.1505.020","3.51"
"181.1505.024","3.01"
"191.2503.009","2.71"
"161.3502.970","3.08"
"02.0514.1.ES","2.25"
"191.0105.048","2.01"
"211.0804.014","1.4"
"171.1106.046","3.58"
"211.0306.069","1.43"
"181.0706.006","3.01"
"211.1205.033","1.93"
"171.2503.050","3.29"
"131.2403.688","2.14"
"092.0904.333","2.31"
"201.1306.019","1.88"
"211.2806.049","1.9"
"181.3602.011","2.27"
"201.0804.014","0.92"
"191.0506.053","2.88"
"151.0403.033","2.48"
"191.0906.050","2.6"
"191.1106.041","4.07"
"132.0204.390","2.64"
"211.1205.021","1.76"
"101.1004.165","2.61"
"201.1505.032","2.61"
"191.1606.066","4.05"
"181.2503.050","2.3"
"191.1606.034","3.8"
"171.1606.040","3.71"
"151.2403.395","3.36"
"161.0204.876","3.3"
"211.0804.068","1.76"
"171.1405.063","2.5"
"181.1006.013","3.69"
"181.1006.041","3.69"
"171.1906.034","3.8"
"191.2904.038","3.44"
"062.0501.475","1.75"
"211.0906.086","1.27"
"211.0105.019","1.41"
"191.1205.065","3.28"
"171.2904.042","3.3"
"151.3502.794","2.55"
"161.0304.209","2.3"
"171.2503.040","1.88"
"181.2503.038","2.08"
"161.0304.219","2.45"
"191.0506.085","3.49"
"161.1503.182","3.15"
"161.0204.337","3.39"
"201.0706.023","1.45"
"211.1205.051","1.74"
"181.0606.004","3.04"
"211.0804.038","1.43"
"181.1405.061","3.2"
"181.1906.010","3.69"
"061.1126.142","2.87"
"211.3402.046","1.59"
"181.3503.003","2.7"
"091.0403.079","2.4"
"171.1505.069","2.9"
"181.3602.021","2.19"
"201.0306.007","1.69"
"171.2503.060","2.32"
"181.0606.015","3.12"
"191.0606.052","1.3"
"201.0706.008","2.01"
"171.1306.019","1.27"
"181.2503.034","2.84"
"211.3602.012","1.05"
"161.1604.858","3.2"
"151.0605.689","2.62"
"191.0804.008","2.34"
"191.0306.024","2.85"
"141.0704.045","1.61"
"181.1606.020","3.81"
"211.3402.019","1.41"
"161.1604.853","2.99"
"211.1106.002","2.33"
"171.2904.041","3.41"
"181.0606.014","2.97"
"161.0802.286","2.97"
"201.0804.011","2.39"
"201.0804.004","2.43"
"171.1405.032","3.01"
"211.0706.015","1.61"
"211.1505.064","1.78"
"131.0304.398","1.81"
"181.1906.022","3.81"
"112.3401.561","2.75"
"181.0506.061","2.36"
"211.0906.026","1.45"
"181.1405.065","3.1"
"201.2806.034","2.27"
"171.1606.039","3.64"
"211.2503.017","1.89"
"201.0206.031","1.84"
"181.1405.014","3.3"
"181.1405.042","3.08"
"201.0706.018","1.95"
"161.1203.636","2.65"
"201.2806.011","2.66"
"191.2904.033","3.36"
"181.0405.025","3.44"
"181.0606.033","3.4"
"191.0906.008","3.39"
"181.0706.059","2.33"
"171.1205.007","2.64"
"171.1906.011","3.45"
"122.2901.569","2.15"
"161.0605.528","1.62"
"081.0802.498","2.14"
"211.0606.025","1.73"
"211.0606.008","1.69"
"201.1306.046","2.19"
"211.3602.047","1.32"
"141.0904.424","2.1"
"161.1403.714","2.89"
"201.1306.006","2.45"
"181.1505.014","2.42"
"171.1505.028","2.67"
"211.2405.024","2.02"
"211.1606.077","1.94"
"181.3602.013","1.68"
"151.0304.145","2.52"
"161.1104.107","3.34"
"171.0306.048","2.61"
"201.2405.016","2.78"
"181.2503.060","3.1"
"141.2502.131","2.65"
"181.2503.057","2.82"
"171.2806.020","3.77"
"141.2805.556","2.77"
"201.3402.013","2.86"
"191.1606.062","3.74"
"181.2904.010","2.73"
"201.0606.012","2.41"
"191.0804.069","2.09"
"082.0904.340","1.6"
"131.1304.314","2.42"
"171.0906.028","2.68"
"181.1205.020","2.38"
"201.1205.020","2.38"
"211.0906.105","1.57"
"201.1006.013","2.61"
"181.0506.035","2.5"
"161.1104.616","3.12"
"181.1306.037","3.28"
"102.0904.369","1.76"
"171.1006.007","3.25"
"191.1606.029","2.85"
"211.2806.038","1.86"
"181.3602.023","2.86"
"181.0804.047","2.23"
"171.1306.001","3.05"
"141.1304.281","2.44"
"201.0105.002","2.3"
"211.0606.018","1.67"
"181.1505.053","3.2"
"151.2502.779","2.24"
"201.3503.016","2.12"
"201.2904.024","2.91"
"161.0605.004","2.81"
"141.0704.060","2.21"
"201.0804.001","1.87"
"211.0706.005","1.4"
"161.3502.964","3.03"
"191.3602.050","2.55"
"191.3602.018","2.62"
"161.1104.099","3.42"
"171.1205.032","2.76"
"181.2806.056","2.76"
"171.3402.047","3.32"
"211.1606.082","1.78"
"211.3402.009","1.62"
"211.3602.072","0.73"
"211.1306.041","1.95"
"132.2103.417","2.1"
"211.1306.001","1.9"
"191.1505.075","3.57"
"181.1606.049","3.49"
"151.1604.261","3.41"
"181.2503.022","2.28"
"201.0206.025","1.87"
"211.0606.027","1.62"
"132.1503.211","2.86"
"211.3402.003","1.03"
"201.2503.020","2.15"
"201.1006.007","2.76"
"191.2904.011","3.53"
"211.0606.013","1.13"
"211.0405.018","1.61"
"201.1106.013","2.45"
"161.0704.572","2.67"
"211.1306.063","1.44"
"171.0906.029","2.55"
"211.1306.066","1.96"
"171.1606.055","3.76"
"171.1006.060","3.48"
"171.1505.024","3.17"
"191.2904.022","3.45"
"211.3503.048","1.64"
"211.0804.011","1.61"
"161.1403.711","3.17"
"171.0105.008","1.84"
"171.1205.076","3.14"
"201.0306.037","3"
"161.0704.576","2.98"
"141.1403.245","3.05"
"201.0306.022","1.12"
"191.1205.024","2.8"
"191.3402.056","2.92"
"191.0206.034","3.53"
"201.0606.002","2.36"
"181.0804.055","3.39"
"201.0804.039","2.22"
"122.0904.374","2.45"
"191.1006.009","3.05"
"171.1606.078","3.59"
"181.2503.011","3.45"
"171.2405.049","3.33"
"211.3402.014","1.9"
"181.2405.024","3.31"
"211.1306.097","1.63"
"201.3402.003","2.3"
"181.0105.023","3.42"
"151.0605.461","2.61"
"211.0906.084","1.12"
"171.0306.021","3.01"
"171.1205.037","2.76"
"181.2806.066","3.44"
"191.1606.038","3.45"
"191.3602.002","2.73"
"191.3602.048","1.78"
"191.0906.043","2.21"
"171.1405.068","3.24"
"181.1906.026","3.78"
"211.3503.041","1.71"
"161.0103.778","3"
"181.0206.029","2.86"
"171.0405.021","3.05"
"161.0704.567","2.86"
"191.1205.058","3.31"
"211.1505.068","1.51"
"171.3402.020","1.9"
"211.3503.027","1.87"
"161.0605.540","2.84"
"191.0804.052","2.9"
"191.0906.052","2.2"
"082.1403.171","2.82"
"191.3602.033","2.54"
"191.0606.062","3.52"
"211.0906.023","2.06"
"211.1106.016","1.56"
"151.0304.148","2.52"
"161.0904.787","2.92"
"191.1405.012","3.12"
"181.1505.086","3.16"
"161.1503.185","2.91"
"151.1503.135","2.88"
"151.3401.527","2.76"
"181.1006.004","3.21"
"211.1306.051","1.75"
"181.1306.046","2.13"
"171.1405.025","3.06"
"211.0706.006","1.64"
"191.0706.018","3.19"
"171.1006.015","3.57"
"191.1205.084","3.08"
"101.1604.654","1.76"
"141.1905.577","2.34"
"221.1607.043","2.35"
"132.0204.400","2.8"
"191.0206.021","3.01"
"102.0304.284","1.62"
"171.1205.003","2.8"
"171.1906.042","3.02"
"122.2502.084","1.69"
"171.1405.009","3.12"
"181.0306.067","2.85"
"091.1604.426","3.47"
"191.1606.019","3.45"
"151.0204.471","2.75"
"171.1405.047","3.4"
"091.1604.445","0.99"
"211.2503.007","1.68"
"211.2503.050","1.81"
"171.0706.061","3.04"
"211.0906.024","1.44"
"181.0706.069","3.08"
"201.1906.013","2.83"
"201.2806.001","2.79"
"171.2405.001","3.32"
"191.2904.053","3.71"
"171.1205.095","3.02"
"171.1405.085","1.59"
"191.1606.056","3.72"
"161.2903.387","3.47"
"171.1006.052","3.68"
"191.0405.062","3.21"
"151.0505.854","2.76"
"151.2105.460","2.6"
"171.0706.109","2.98"
"151.0904.208","2.78"
"131.0103.437","1.88"
"131.0304.384","2.07"
"201.1106.002","2.69"
"211.0306.020","1.99"
"211.1306.037","1.6"
"191.2503.017","2.47"
"211.2904.036","1.54"
"211.2904.039","1.71"
"171.1306.031","3.31"
"191.1205.017","1.99"
"161.1604.843","1.85"
"171.0506.036","2.95"
"141.0605.012","2.69"
"211.1405.031","1.86"
"191.0306.042","2.18"
"181.0306.060","2.43"
"191.1205.022","2.11"
"211.1505.016","1.88"
"181.1505.008","3.38"
"191.2806.009","2.06"
"191.2904.019","3.43"
"211.3503.045","1.82"
"211.0804.050","0"
"191.1405.059","1.58"
"201.0306.028","1.28"
"191.1205.014","3.47"
"112.1503.254","2.55"
"161.1604.306","3.92"
"181.2904.056","3.22"
"112.1104.108","3.04"
"181.1106.035","3.63"
"131.2502.161","2.5"
"201.3503.010","2.56"
"181.0306.058","3.12"
"191.1205.077","3.27"
"151.3502.800","2.87"
"181.2405.037","3.25"
"181.0105.035","2.73"
"201.2806.021","2.58"
"161.3401.420","2.72"
"181.0306.037","2.01"
"201.1006.001","2.17"
"171.3503.029","3.19"
"211.1405.035","2.46"
"181.0606.029","2.89"
"181.0906.033","1.29"
"181.2806.006","3.44"
"171.3503.052","3.39"
"161.2502.070","2.7"
"171.3602.035","3.33"
"191.0105.024","2.78"
"122.0802.398","2.33"
"171.1006.011","3.07"
"131.2901.668","2.82"
"161.0605.523","2.93"
"191.1306.050","3.24"
"151.2403.539","3.21"
"191.2904.026","3.67"
"181.2904.014","3.68"
"171.2405.032","2.8"
"191.0606.037","1.37"
"181.0906.045","3.06"
"181.0906.020","2.91"
"191.1106.003","2.65"
"201.1405.033","2.23"
"181.3602.047","2.44"
"132.0304.247","2.16"
